22|08|Именины Алексей, Антон, Дмитрий, Леонтий, Иван|
23|08|День воинской славы России (День разгрома немецко-фашистских войск в Курской битве)|
23|08|Международный день памяти жертв работорговли и ее ликвидации|
23|08|Именины Роман, Василий, Сусанна|
24|08|0079 Извержение Везувия уничтожило города Помпеи и Геркуланум|
24|08|Именины Александр|
25|08|1530 Родился Иван IV Грозный, первый русский царь|
26|08|Именины Максим|
27|08|День российского кино|
27|08|1910 Родилась мать Тереза|
27|08|Именины Аркадий, Феодосий|
28|08|1958 года Совет Министров СССР принял постановление "О создании угольной базы Карагандинского металлургического завода"
28|08|1920 Была проведена Всероссийская статистическая перепись|
29|08|1949 Состоялось испытание первой атомной бомбы в СССР|
30|08|День Конституции Казахстана|
30|08|1703 Произошло первое в истории Петербурга наводнение|
30|08|Именины Павел|
31|08|1997году В автомобильной катастрофе погибла принцесса Уэльская Диана|
31|08|1911году Из Лувра была похищена картина Леонардо да Винчи «Мона Лиза»|
31|08|Именины Георгий, Денис|
01|09|День знаний|
01|09|1910году Открылась первая русская фабрика граммофонных пластинок|
01|09|2004году Захват заложников в средней школе №1 в городе Беслане|
01|09|Именины Андрей, Тимофей|
02|09|День российской гвардии|
02|09|1945году Подписан Акт о безоговорочной капитуляции Японии|
02|09|1794году Основан город Одесса (Украина)|
03|09|День солидарности в борьбе с терроризмом|
03|09|1932году Убит Павлик Морозов, пионер из села Герасимовка Свердловской области|
04|09|День специалиста по ядерному обеспечению|
04|09|1997году Умер Ханс Юрген Айзенк, немецко-английский психолог, автор знаменитого теста IQ|
04|09|Именины Анфиса|
05|09|1982году Проведен первый космический телемост Москва - Лос-Анджелес|
06|09|1991году Ленинграду было возвращено историческое наименование - Санкт-Петербург|
06|09|1936году Учреждено почетное звание «Народный артист СССР»|
07|09|День работников нефтяной, газовой и топливной промышленности (День нефтяника)|
07|09|День уничтожения военной игрушки (В этот день принято менять военные игрушки на сладости и мягкие игрушки.)|
07|09|1945году В Берлине у Бранденбургских ворот состоялся парад союзнических войск СССР, США, Великобритании и Франции|
07|09|1923году На конгрессе в Вене образована Международная комиссия уголовной полиции, с 1946 года - Интерпол|
08|09|Международный день солидарности журналистов|
08|09|Международный день грамотности|
08|09|День воинской славы России — День Бородинского сражения (1812 год)|
08|09|Международный день солидарности журналистов|
08|09|1941году Началась блокада Ленинграда|
08|09|Международный день грамотности
08|09|Именины Адриан, Виктор, Георгий, Дмитрий, Петр, Роман, Мария, Наталья|
09|09|Международный день красоты|
09|09|День тестировщика в России|
09|09|Международный день красоты|
09|09|1776годуУтверждено новое название Америки - «Соединенные Штаты»|
10|09|День памяти русских воинов, павших при обороне Севастополя и в Крымской войне 1853-1856 годов|
10|09|1839году Состоялась торжественная закладка Храма Христа Спасителя|
10|09|Всемирный день предотвращения самоубийств|
10|09|Именины Александр, Владимир, Дмитрий, Иван, Михаил, Степан, Анфиса|
11|09|День воинской славы России (победа русской эскадры над турками у мыса Тендра)|
11|09|День специалиста органов воспитательной работы|
11|09|Именины Иван|
12|09|1959году Состоялся запуск к Луне автоматической станции «Луна-2»|
12|09|Именины Александр, Даниил, Григорий|
13|09|Всемирный день оказания первой медицинской помощи|
13|09|День программиста в России|
13|09|Именины Петр, Геннадий|
14|09|День танкиста в России|
14|09|День озера Байкал|
14|09|Всемирный день журавля|
14|09|Новолетие, Славянский Новый год|
14|09|Именины Марфа, Наталья, Татьяна, Семен|
15|09|Международный день демократии |
15|09|1971году Создана экологическая организация «Гринпис»|
15|09|1956году На трассы Аэрофлота вышел первый в мире реактивный пассажирский лайнер|
15|09|Именины Анатолий, Антон, Богдан, Василий, Виктор, Владимир, Герман, Ефим, Иван, Леонид, Михаил, Николай, Павел, Петр, Степан, Федор, Федот, Юлиан, Ксения, Серафима, Филипп|
16|09|Международный день охраны озонового слоя|
16|09|1931году В Москве образован Центральный театр кукол|
17|09|1857году Родился Константин Эдуардович Циолковский|
17|09|Именины Афанасий|
18|09|День Матери в Казахстане|
18|09|День языков народов Казахстана|
18|09|Именины Глеб, Елизавета, Захар, Раиса, Максим|
19|09|День рождения «Смайла»|
19|09|Именины Архип, Кирилл, Кирилл, Макар, Михаил, Иван|
20|09|1802году В России учреждены министерства вместо коллегий|
21|09|Международный день мира|
21|09|1380году День воинской славы России (День победы русских полков в Куликовской битве)|
21|09|1799году Начался знаменитый переход через Альпы армии А.В.Суворова|
22|09|День языков народов Казахстана|
23|09|Именины Андрей, Павел, Петр|
24|09|Именины Герман, Дмитрий, Сергей|
25|09|Именины Семен, Юлиан|
26|09|Европейский день языков|
27|09|День воспитателя и всех дошкольных работников|
27|09|Всемирный день туризма |
27|09|1990году СССР вступил в Интерпол|
27|09|Именины Иван|
28|09|День работников атомной промышленности|
28|09|Именины Никита, Стефан, Порфирий, Максим|
29|09|1907году Торжественно открыто трамвайное движение в Петербурге|
29|09|Именины Виктор, Куприян, Людмила|
30|09|День Интернета в России|
30|09|Международный день переводчика|
30|09|Именины Вера, Надежда, Любовь, Софья|
01|10|Международный день пожилых людей|
01|10|День сухопутных войск РФ|
01|10|Международный день музыки|
01|10|Именины Ирина|
02|10|Именины Игорь, Константин, Федор|
03|10|Именины Михаил, Олег, Федор|
04|10|Курбан Байрам — праздник жертвоприношения|
04|10|1957году День космических войск России|
04|10|День гражданской обороны МЧС России|
04|10|Всемирный день защиты животных|
04|10|Именины Дмитрий|
05|10|День учителя России|
05|10|День работников уголовного розыска|
05|10|Именины Петр, Федор|
06|10|Всемирный день охраны мест обитаний|
06|10|1921году День российского страховщика |
06|10|Именины Иван|
07|10|День штабных подразделений МВД РФ|
07|10|1993году Ликвидирован пост № 1 у Мавзолея Ленина|
07|10|Именины Владислав|
08|10|Именины Сергей|
09|10|Всемирный день почты|
09|10|Именины Иван|
10|10|Всемирный день психического здоровья|
10|10|Международный день по уменьшению опасности стихийных бедствий|
11|10|1961году На Семипалатинском полигоне произведен первый подземный ядерный взрыв|
11|10|1931году В СССР принято решение о полной ликвидации частной торговли|
11|10|Именины Вячеслав|
12|10|День кадрового работника|
13|10|Именины Григорий, Михаил|
14|10|Международный день стандартизации|
14|10|Именины Роман|
15|10|Всемирный день сельских женщин|
15|10|Именины Андрей|
16|10|День Шефа (День Босса)|
16|10|Всемирный день продовольствия|
16|10|Всемирный день анестезиолога|
16|10|Именины Анна, Денис|
17|10|Международный день борьбы за ликвидацию нищеты|
17|10|Именины Вероника, Владимир|
18|10|Именины Алексей, Григорий, Матвей|
19|10|1812году Армия Наполеона окончательно покинула Москву|
20|10|Международный день авиадиспетчера|
20|10|1696годуДень рождения Российского военно-морского флота (День моряков-надводников)|
20|10|1919году День военного связиста|
20|10|1480году Началось «стояние на Угре» между войсками русского князя Ивана III и хана Большой Орды Ахмата; закончилось окончательным освобождением России от монголо-татарского ига|
20|10|Именины Сергей|
21|10|В Париже впервые исполнен канкан|
22|10|Праздник Белых Журавлей|
22|10|Именины Петр, Яков|
23|10|1994году День работников рекламы|
23|10|Именины Андрей|
24|10|Всемирный день информации о развитии|
24|10|Неделя разоружения (с 24 по 30 октября)|
24|10|День подразделений специального назначения|
24|10|День Организации Объединенных Наций|
24|10|1897году В России проведен первый официальный футбольный матч|
24|10|Именины Зинаида, Филипп|
25|10|День таможенника Российской Федерации|
25|10|Именины Кузьма|
26|10|Именины Никита|
27|10|Именины Николай|
28|10|Международный день анимации|
28|10|1948годуДень армейской авиации|
28|10|1886году В Нью-Йорке состоялось официальное открытие Статуи Свободы|
28|10|Именины Ефим, Иван|
29|10|1952году День работников службы вневедомственной охраны МВД |
29|10|1451году Родился Христофор Колумб, мореплаватель|
30|10|День памяти жертв политических репрессий|
30|10|День инженера-механика|
30|10|Именины Андрей, Антон|
31|10|Международный день экономии|
31|10|Международный день Черного моря|
31|10|2003году День сурдопереводчика|
31|10|День работников СИЗО и тюрем|
31|10|Именины Иосиф|
01|11|1939году Был показан миру первый кролик, родившийся после искусственного осеменения|
01|11|1959году В Ленинграде в особняке Дервиза на Английской набережной открыт первый в СССР Дворец бракосочетания|
02|11|1914году Россия объявляет войну Турции|
02|11|1927году В Ленинграде сооружён самый большой закрытый плавательный бассейн в СССР.|
02|11|1937году На пяти башнях московского Кремля загораются рубиновые звезды.|
02|11|1721году Царь Петр I принял титул Петра Великого, отца Отечества, императора Всероссийского|
03|11|1907году Во Франции совершает полет первый в мире вертолёт|
03|11|Именины Илларион, Яков|
04|11|День народного единства|
04|11|1967году Сдана в эксплуатацию Останкинская телебашня|
04|11|Именины Александр, Анна, Елизавета|
05|11|День военного разведчика|
05|11|1929году В Москве открылся первый в СССР планетарий|
05|11|Именины Игнатий, Яков|
06|11|1958 года была заложена шахта №1 "Тентекская - Наклонная"
06|11|Международный день предотвращения эксплуатации окружающей среды во время войны и вооруженных конфликтов|
06|11|День судебного пристава|
07|11|День Октябрьской революции 1917 года|
07|11|День воинской славы России (День проведения военного парада на Красной площади в городе Москве в ознаменование двадцать четвертой годовщины Великой Октябрьской Социалистической революции;1941)|
08|11|Международный день КВН|
08|11|Именины Дмитрий|
09|11|Международный день против фашизма, расизма и антисемитизма|
09|11|1989году Началось разрушение Берлинской стены|
09|11|Именины Марк, Андрей|
10|11|День милиции|
10|11|Всемирный день молодежи|
10|11|Именины Дмитрий|
11|11|1918году Окончание Первой мировой войны (День памяти)|
11|11|1837году Открыта первая пассажирская железная дорога в России между Петербургом и Царским Селом|
11|11|Именины Анна, Мария|
12|11|День работников Сбербанка России|
12|11|День специалиста по безопасности |
12|11|Именины Артем, Марк, Анастасия|
13|11|Международный день слепых|
13|11|День войск радиационной, химической и биологической защиты|
14|11|День социолога |
14|11|Всемирный день борьбы против диабета|
15|11|Всемирный день географических информационных систем (Всемирный день ГИС)|
15|11|День создания подразделений по борьбе с организованной преступностью|
15|11|День национальной валюты — тенге в Казахстане|
16|11|День морской пехоты|
16|11|Международный день толерантности (терпимости)|
16|11|Именины Георгий, Иосиф|
17|11|Международный день студента|
17|11|День участкового |
17|11|1948году Крейсер «Аврора» поставлен на вечную стоянку|
18|11|День рождения Деда Мороза|
18|11|Именины Григорий|
19|11|Всемирный день туалета|
19|11|День работника стекольной промышленности|
19|11|День ракетных войск и артиллерии|
19|11|Именины Александра, Клавдия|
20|11|1945году Открылся Нюрнбергский процесс над нацистскими военными преступниками|
20|11|Всемирный день ребенка|
20|11|День индустриализации Африки|
20|11|Именины Валерий, Кирилл|
21|11|День работника налоговых органов РФ|
21|11|День бухгалтера |
21|11|1965году В Москве открылся Детский музыкальный театр|
21|11|Всемирный день приветствий|
21|11|Всемирный день телевидения|
21|11|Именины Михаил|
22|11|1963году Убит Джон Кеннеди, 35-й президент США|
23|11|День дорожной полиции Казахстана|
24|11|1927году |Открылся Московский государственный театр оперетты|
24|11|Именины Виктор, Максим|
25|11|Международный день борьбы за ликвидацию насилия в отношении женщин|
25|11|1339году Заложены дубовые стены Московского Кремля|
25|11|Именины Иван, Нил|
26|11|Всемирный день информации|
26|11|Именины Герман, Никифор, Манефа|
27|11|День оценщика|
27|11|1922году Впервые появились советские червонцы|
27|11|1730году В Москве вышел указ Сената «О сделании в Москве стеклянных фонарей»|
27|11|Именины Григорий, Филипп, Дмитрий|
28|11|1912году Начало работы IV Государственной Думы Российской империи|
29|11|Международный день солидарности с палестинским народом|
29|11|1870году Началось первое путешествие Николая Михайловича Пржевальского по Центральной Азии|
29|11|1941году Погибла Зоя Анатольевна Космодемьянская, партизанка, Герой Советского Союза|
30|11|1990году Двуглавый орел утвержден гербом России|
30|11|Международный день защиты информации|
30|11|Именины Григорий, Михаил|
01|12|День первого президента Республики Казахстан|
01|12|Всемирный день борьбы со СПИДом|
01|12|1853году День воинской славы России (победа русской эскадры над турками у мыса Синоп) |
01|12|1800 году Вашингтон стал столицей Соединенных Штатов Америки|
01|12|Именины Роман, Илларион|
02|12|День банковского работника|
02|12|Международный день борьбы за отмену рабства|
02|12|День Революционных вооруженных сил Республики Куба|
03|12|День юриста|
03|12|Международный день инвалидов|
03|12|1966 году Состоялось захоронение останков Неизвестного солдата|
03|12|Именины Анатолий, Анна, Григорий|
04|12|День информатики|
04|12|1707 году В Москве открыт военный госпиталь|
05|12|Международный день добровольцев во имя экономического и социального развития (Всемирный день волонтеров)|
05|12|1941 году День воинской славы России (начало контрнаступления советских войск в битве под Москвой)|
05|12|Именины Михаил, Петр|
06|12|День образования органов прокуратуры Республики Казахстан|
07|12|1988  День памяти жертв землетрясения в Армении|
07|12|Именины Екатерина|
08|12|День образования казначейства Российской Федерации|
08|12|Именины Петр|
09|12|День героев Отечества|
09|12|Международный день борьбы с коррупцией|
09|12|Именины Георгий, Яков|
10|12|Церемония вручения Нобелевских премий|
10|12|День прав человека|
10|12|Именины Всеволод, Роман, Яков|
11|12|Международный День Гор|
11|12|В 1699 году Петром I учрежден Андреевский флаг в качестве официального флага Российского военного флота|
11|12|Именины Федор, Василий|
12|12|День Конституции Российской Федерации|
12|12|1979 году Принято решение о вводе советских войск в Афганистан|
13|12|Именины Андрей|
14|12|День памяти Андрея Дмитриевича Сахарова, создателя водородной бомбы.|
15|12|День памяти журналистов, погибших при исполнении профессиональных обязанностей|
15|12|Именины Андрей, Иван, Стефан|
16|12|Именины Федор|
16|12|День Независимости Казахстана
17|12|День Независимости Казахстана
17|12|День ракетных войск стратегического назначения|
17|12|День сотрудников Государственной фельдъегерской службы|
17|12|Именины Варвара, Иван, Ульяна|
18|12|День подразделений собственной безопасности органов внутренних дел РФ|
18|12|Международный день мигрантов|
18|12|Именины Анастасия|
19|12|Международный день помощи бедным|
19|12|Именины Николай|
20|12|День работника органов государственной безопасности РФ (День ФСБ) |
20|12|Международный день солидарности людей|
20|12|Именины Анатолий, Иван, Павел|
21|12|1879 году Родился И. В. Сталин|
21|12|Именины Кирилл|
22|12|День энергетика|
22|12|1857 году В России появились первые почтовые марки|
22|12|Именины Анна|
23|12|День дальней авиации ВВС России|
23|12|Именины Ангелина, Иван|
24|12|День воинской славы России (День взятия турецкой крепости Измаил)|
24|12|Именины Даниил|
25|12|Католическая Церковь отмечает Рождество Христово|
25|12|Именины Александ|
26|12|1893 году Родился Мао Цзедун|
26|12|Именины Аркадий, Арсений, Евгений|
27|12|День спасателя Российской Федерации|
27|12|1932 году В СССР введена паспортная система|
28|12|Международный день кино|
29|12|1708 году Петр I издал указ о создании губерний в России|
29|12|1891 году Т. Эдисон запатентовал радио|
30|12|1927 году В Токио открыто первое в Азии метро|
30|12|Именины Даниил, Михаил|
31|12|1999 году Б.Н.Ельцин объявил о досрочном сложении полномочий главы государства|
31|12|1898 году В России открылась первая междугородная телефонная линия|
31|12|Именины Зоя, Михаил, Модест, Семен, Севастьян|	 
